PMCID,chunk_id,chunk_text
PMC11754521,PMC11754521_chunk_95," following thrombin activation (0.2 U/ml) as in Methods. Extracts were analyzed using LC/MS/MS, calculating A/IS values for each lipid at each time point, with volunteers either off (Panel A) or on (Panel B) aspirin. Summer: June-Aug, Winter: Dec-Feb, Spring: March-May. Panel (C). Pearson’s correlation coefficients demonstrate clustering of eoxPL by Sn2 fatty acyl composition and headgroups. Pearson’s correlations were calculated and plotted as shown. eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase.
To assess biochemical relatedness of eoxPL molecular species, specifically, whether lipids showed behavior consistent with common biochemical/enzymatic origins, correlation plots were generated using the data from the first sampling time point (n = 28, basal, thrombin, ± aspirin supplementation). Here, groupings aligned with Sn -2 fatty acyl oxylipin structure strongly ( Fig. 4 C). For example, PEs containing HETEs, HDOHEs, or other monohydroxy lipids clustered together in"
PMC11754521,PMC11754521_chunk_96,"in supplementation). Here, groupings aligned with Sn -2 fatty acyl oxylipin structure strongly ( Fig. 4 C). For example, PEs containing HETEs, HDOHEs, or other monohydroxy lipids clustered together in groups. Briefly, 12-HETE-PC formed a separate cluster, indicating influence of the headgroup on biochemical behavior. COX-1 eoxPL correlated closely but were very distinct from other lipids, most likely due to the selective impact of aspirin. There were no negative correlations since all lipids either correlated positively or not at all. These data suggest that eoxPL are generated in groups based on common enzymatic pathways, and this will be explored next.
Aspirin supplementation in the clinical cohort demonstrated a complex regulation of platelet eoxPL, with 12-LOX-derived diacyl forms being selectively elevated, while COX-1 derived forms were reduced ( Fig. 1 ). These data, along with our correlation analysis ( Fig. 4 C) suggest a complex biochemical network whereby structurally relate"
PMC11754521,PMC11754521_chunk_97,"g selectively elevated, while COX-1 derived forms were reduced ( Fig. 1 ). These data, along with our correlation analysis ( Fig. 4 C) suggest a complex biochemical network whereby structurally related eoxPL maybe formed via specific isoforms of ACSL/LPLATs via Lands cycle ( 33 ). However, to date, no information are available on which isoforms generate eoxPL in primary cells.
A strong candidate in platelets for supporting esterification of HETEs is LPCAT3 (LPLAT12 ( 34 ), MBOAT5) since this is specific for 18:2 and 20:4 and can use lysoPC, lysoPE, and lysoPS as substrates ( 34 , 47 , 48 , 49 , 50 ). Mice deficient in LPCAT3 do not survive to adulthood, so obtaining their platelets was not possible. An LPCAT3 inhibitor, (R )-HTS-3, recently became available, so this was tested in human platelets from three unrelated healthy donors ( 37 ). This compound has been shown to be inactive toward the related enzymes, LPCAT1 and LPIAT1, indicating some selectivity ( 37 ). Not only HETE-PL, but "
PMC11754521,PMC11754521_chunk_98,"telets from three unrelated healthy donors ( 37 ). This compound has been shown to be inactive toward the related enzymes, LPCAT1 and LPIAT1, indicating some selectivity ( 37 ). Not only HETE-PL, but a wider group of previously identified platelet eoxPL were measured using LC/MS/MS, including additional COX-1 products, monohydroxy forms of longer chain PUFA (20:5, 22:3, 22:4, and 22:5) and nonenzymatic platelet products (5- and 8-HETE-PL) ( 40 ). The data suggest that LPCAT3 is required for generation of diacyl-12-HETE-PC and PE ( Fig. 5 A). However, plasmalogen-PE forms were less inhibited by (R )-HTS-3. Strikingly, COX-1-derived eoxPL and those containing longer chain n3 PUFA were not or only slightly affected ( Fig. 5 A). These data suggest that LPCAT3 selectively esterifies 12-HETE into eoxPL in platelets, showing a strong preference for acyl forms of lysoPL over plasmalogens. Esterification of 11- or 15-HETEs into PL was not mediated by LPCAT3, despite their structural similarity "
PMC11754521,PMC11754521_chunk_99,"o eoxPL in platelets, showing a strong preference for acyl forms of lysoPL over plasmalogens. Esterification of 11- or 15-HETEs into PL was not mediated by LPCAT3, despite their structural similarity to 12-HETE. Fig. 5 LPCAT3 plays a critical role in 12-LOX-derived eoxPL formation, and its activity is not directly affected by aspirin. Panel (A). Platelet eoxPL from 12-HETE requires LPCAT3, but not eoxPL generated by COX-1 or from longer chain n 3 PUFA . Washed platelets were activated with thrombin following a 30 min incubation with 10 μM ( R )-HTS-3, as described in Methods, then lipids extracted and analyzed using LC/MS/MS. The experiment was repeated with three independent donor isolates, and a representative is shown (n = 3 replicates, mean ± SEM), Students t test, ∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.005. Panel (B): Flag tagged LPCAT3 was detected using M2 Flag antibody in Western blot as per Methods. Panel (C): Cell -free LPCAT assay was performed as in Methods using 20 μM C16:0 d3"
PMC11754521,PMC11754521_chunk_100,".01, ∗∗∗ P < 0.005. Panel (B): Flag tagged LPCAT3 was detected using M2 Flag antibody in Western blot as per Methods. Panel (C): Cell -free LPCAT assay was performed as in Methods using 20 μM C16:0 d31LPC and 20 μM C20:4-CoA as substrates with or without 1 mM aspirin. Data are shown by the mean ± SD of triplicate measurements. IS is an internal standard (dimyristoyl-PC, DMPC, PC 14:0/14:0). eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase; LOX, lipoxygenase; HETE, hydroxyeicosatetraenoic acid; LPCAT3, lysophosphatidylcholine acyltransferase 3.
LPCAT3 plays a critical role in 12-LOX-derived eoxPL formation, and its activity is not directly affected by aspirin. Panel (A). Platelet eoxPL from 12-HETE requires LPCAT3, but not eoxPL generated by COX-1 or from longer chain n 3 PUFA . Washed platelets were activated with thrombin following a 30 min incubation with 10 μM ( R )-HTS-3, as described in Methods, then lipids extracted and analyzed using LC/MS/MS. The experiment was"
PMC11754521,PMC11754521_chunk_101,"UFA . Washed platelets were activated with thrombin following a 30 min incubation with 10 μM ( R )-HTS-3, as described in Methods, then lipids extracted and analyzed using LC/MS/MS. The experiment was repeated with three independent donor isolates, and a representative is shown (n = 3 replicates, mean ± SEM), Students t test, ∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.005. Panel (B): Flag tagged LPCAT3 was detected using M2 Flag antibody in Western blot as per Methods. Panel (C): Cell -free LPCAT assay was performed as in Methods using 20 μM C16:0 d31LPC and 20 μM C20:4-CoA as substrates with or without 1 mM aspirin. Data are shown by the mean ± SD of triplicate measurements. IS is an internal standard (dimyristoyl-PC, DMPC, PC 14:0/14:0). eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase; LOX, lipoxygenase; HETE, hydroxyeicosatetraenoic acid; LPCAT3, lysophosphatidylcholine acyltransferase 3.
Since in vivo aspirin supplementation elevated the levels of eoxPL that were shown he"
PMC11754521,PMC11754521_chunk_102,"ygenase; LOX, lipoxygenase; HETE, hydroxyeicosatetraenoic acid; LPCAT3, lysophosphatidylcholine acyltransferase 3.
Since in vivo aspirin supplementation elevated the levels of eoxPL that were shown here to be generated in an LPCAT3-dependent manner, we next examined the effect of aspirin on LPCAT3 activity directly. Here, human LPCAT3 was tested in the presence of 1 mM aspirin. Microsomal fractions of CHO cells overexpressing human LPCAT3 were used as an enzyme source. Aspirin did not affect LPCAT activity of LPCAT3 ( Fig. 5 B, C). Together, these data suggest that aspirin does not directly affect LPCAT3 and that the selective regulation of diacyl-12-HETE-PL generation by aspirin may instead relate to changes in LPCAT3 expression, expression or activity of upstream ACSLs, or levels of substrates available.
Next, to study in vivo generated eoxPL, arterial thrombi from patients were analyzed, comparing three anatomical sites: carotid, limb, and STEMI. Clots surgically obtained from patie"
PMC11754521,PMC11754521_chunk_103,"trates available.
Next, to study in vivo generated eoxPL, arterial thrombi from patients were analyzed, comparing three anatomical sites: carotid, limb, and STEMI. Clots surgically obtained from patients were homogenized, lipids extracted, and HETE-PL measured using LC/MS/MS, followed by hydrolysis of fatty acyls and analysis of HETEs for chirality to confirm enzymatic origin. Briefly, 12-HETE from platelet 12-LOX, 15-HETE from leukocyte 15-LOX, and 5-HETE from neutrophil 5-LOX should be primarily S , while 15-HETEs from COX-1 can be either R or S ( 51 , 52 ). The 11-HETE generated by COX-1 is predominantly R ( 51 , 53 ).
Although the thrombi were from a small group of patients with differences due to age, demographics, and clinical background, there were clear eoxPL signatures seen that related to anatomical site. In carotid clots, 15-, 11-, and 5-HETE-PL were the prominent eoxPL with lower levels of 12- and 8-HETEs. This suggested white cells as the main source of eoxPL ( Fig. 6 A). "
PMC11754521,PMC11754521_chunk_104,"elated to anatomical site. In carotid clots, 15-, 11-, and 5-HETE-PL were the prominent eoxPL with lower levels of 12- and 8-HETEs. This suggested white cells as the main source of eoxPL ( Fig. 6 A). Chiral analysis of carotid clot lipids showed that 12-, 15-, and 5-HETEs were all slightly more prominent as S isomer forms (55%–60%) while both 8- and 11-HETEs were around 50% S/R . Coupled with the higher levels of 15-HETE-PL versus 12- or 8-HETE-PL, we suggest that 15-HETE-PL originates from both leukocyte 15-LOX ( S ) and COX ( S/R ), while some of the 5-HETE-PL is from neutrophil 5-LOX ( S ) ( Fig. 6 B). The other HETE-PL, 12-, 8-, and 11- may be nonenzymatically derived. There was notable absence of 12-HETE-PL in carotid clots, suggesting little or no platelet involvement ( Fig. 6 A). In contrast, STEMI and limb clots were characterized by higher levels of 12-, followed by 15-, and 11-HETE-PL, then lower amounts of 5- and 8-HETE-PL. This indicated a platelet signature, largely domina"
PMC11754521,PMC11754521_chunk_105," contrast, STEMI and limb clots were characterized by higher levels of 12-, followed by 15-, and 11-HETE-PL, then lower amounts of 5- and 8-HETE-PL. This indicated a platelet signature, largely dominated by 12-LOX (12-HETE-PL) with some COX-1-derived eoxPL (11-, 15-HETE-PL). As confirmation, limb and STEMI clots contained around 95% 12 S -HETE ( Fig. 6 B). In limb clots, 11-HETE was around 75% the R isomer, consistent with COX-1, although in STEMI, it was around 50% ( Fig. 6 B). Subsequently, 8-HETE in limb and STEMI clots was around 75% or 60% R ( Fig. 6 B). Although nonenzymatic oxidation would predict 50% S/R for 8-HETE, a similar predominance of the R enantiomer in serum from clotted blood was previously shown ( 53 , 54 ), and 8 R -HETE is a known side product of platelet 12-LOX ( 55 ). In limb and STEMI clots, 5-HETE-PL were relatively low in comparison to other positional isomers and were around 50%–60% S isomer ( Fig. 6 B). Thus, they may be primarily nonenzymatic, with a small "
PMC11754521,PMC11754521_chunk_106,". In limb and STEMI clots, 5-HETE-PL were relatively low in comparison to other positional isomers and were around 50%–60% S isomer ( Fig. 6 B). Thus, they may be primarily nonenzymatic, with a small involvement of neutrophil 5-LOX. Notably, clots contain large amounts of hemoglobin which could directly contribute to nonenzymatic oxidation, either in vivo or during lipid extraction, despite inclusion of antioxidants and metal chelators. Fig. 6 eoxPL profiles of limb and STEMI clots show a strong platelet signature and carotid clots are more abundant in white cell isoforms. Panel (A): The profile of arterial thrombi eoxPL shows site-specific signatures. Arterial thrombi were extracted, snap-frozen on dry ice, and frozen at −80°C from patients undergoing angioplasty for ST-elevation myocardial infarction (STEMI, n = 6), carotid endarterectomy (carotid n = 8) or peripheral vascular embolectomy (limb n = 6). Clots were homogenized and lipids extracted as in Methods, then analyzed using LC/"
PMC11754521,PMC11754521_chunk_107,"al infarction (STEMI, n = 6), carotid endarterectomy (carotid n = 8) or peripheral vascular embolectomy (limb n = 6). Clots were homogenized and lipids extracted as in Methods, then analyzed using LC/MS/MS, quantified, and normalized by tissue weight (ng lipid/100 mg clot). Panel (B): Chiral analysis confirms the platelet signature of limb and STEMI clots based on high S/R ratio of 12-HETE. Clots (n = 3 each) lipid extracts were hydrolyzed, then analyzed using chiral LC/MS/MS as in Methods. Panel (C): The eoxPL dataset plotted as a heatmap shows site specific features. A heatmap with hierarchical clustering was plotted using the pheatmap R package after log10 normalization of data. Panel (D): Principal component analysis of arterial thrombi by HETE-PL profile shows clustering of clots with common lipids. eoxPL data were analyzed using the prcomp function in R (v version 3.5.3) Panel (E): The corresponding loading plot shows the variables most influential in explaining the difference be"
PMC11754521,PMC11754521_chunk_108," common lipids. eoxPL data were analyzed using the prcomp function in R (v version 3.5.3) Panel (E): The corresponding loading plot shows the variables most influential in explaining the difference between samples (each dot represents a lipid). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). eoxPL, enzymatically oxygenated phospholipid; HETE, hydroxyeicosatetraenoic acid.
eoxPL profiles of limb and STEMI clots show a strong platelet signature and carotid clots are more abundant in white cell isoforms. Panel (A): The profile of arterial thrombi eoxPL shows site-specific signatures. Arterial thrombi were extracted, snap-frozen on dry ice, and frozen at −80°C from patients undergoing angioplasty for ST-elevation myocardial infarction (STEMI, n = 6), carotid endarterectomy (carotid n = 8) or peripheral vascular embolectomy (limb n = "
PMC11754521,PMC11754521_chunk_109,"ce, and frozen at −80°C from patients undergoing angioplasty for ST-elevation myocardial infarction (STEMI, n = 6), carotid endarterectomy (carotid n = 8) or peripheral vascular embolectomy (limb n = 6). Clots were homogenized and lipids extracted as in Methods, then analyzed using LC/MS/MS, quantified, and normalized by tissue weight (ng lipid/100 mg clot). Panel (B): Chiral analysis confirms the platelet signature of limb and STEMI clots based on high S/R ratio of 12-HETE. Clots (n = 3 each) lipid extracts were hydrolyzed, then analyzed using chiral LC/MS/MS as in Methods. Panel (C): The eoxPL dataset plotted as a heatmap shows site specific features. A heatmap with hierarchical clustering was plotted using the pheatmap R package after log10 normalization of data. Panel (D): Principal component analysis of arterial thrombi by HETE-PL profile shows clustering of clots with common lipids. eoxPL data were analyzed using the prcomp function in R (v version 3.5.3) Panel (E): The correspon"
PMC11754521,PMC11754521_chunk_110,"mponent analysis of arterial thrombi by HETE-PL profile shows clustering of clots with common lipids. eoxPL data were analyzed using the prcomp function in R (v version 3.5.3) Panel (E): The corresponding loading plot shows the variables most influential in explaining the difference between samples (each dot represents a lipid). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). eoxPL, enzymatically oxygenated phospholipid; HETE, hydroxyeicosatetraenoic acid.
The full dataset for all lipids is shown as a heatmap ( Fig. 6 C). The relatively higher abundance of 12- and 15-HETE-PL in STEMI and limb clots, and the contribution of individual lipids can be seen. Next, a principal component analysis was undertaken, to confirm which lipids contributed most strongly to the phenotype of the clot types. This demonstrated separation of the STEM"
PMC11754521,PMC11754521_chunk_111," lipids can be seen. Next, a principal component analysis was undertaken, to confirm which lipids contributed most strongly to the phenotype of the clot types. This demonstrated separation of the STEMI and limb embolectomy samples in the PC1 direction (responsible for 65% of the variance) ( Fig. 6 D). The loadings plot demonstrates that the HETE-PL lipids most responsible for this separation in PC1 are three containing 12-HETE, namely two diacyl and one plasmalogen ( Fig. 6 E).
Platelets from all patient groups generate higher levels of 12-HETE-PL but lower levels of 11- and 15-HETE-PL, than those from healthy controls
HETE-PL were quantified in platelets from patients with ACS, CAD, and RF basally and then following thrombin activation. The most abundant PE and PC species previously detected in platelets were measured using LC/MS/MS, specifically four PEs and two PCs with 18:0, 18:1, or 16:0, including both plasmalogen and acyl forms. Five HETE positional isoforms (5-, 8-, 11-, 12-, a"
PMC11754521,PMC11754521_chunk_112,"ted in platelets were measured using LC/MS/MS, specifically four PEs and two PCs with 18:0, 18:1, or 16:0, including both plasmalogen and acyl forms. Five HETE positional isoforms (5-, 8-, 11-, 12-, and 15-) of these were quantified ( 10 ). Little or no HETE-PL were detected basally; however, thrombin stimulated large increases, particularly the abundant 12-HETE-PL species formed via 12-LOX ( 10 ) ( Fig. 1 A). Other HETE-PL also were formed on activation, mainly 15- and 11-HETE-PL but also very low levels of 8-HETE-PL, while 5-HETE-PL were below limit of detection ( Fig. 1 B, C, supplemental Fig. S2 A). Briefly, 12-HETE-PL were formed at significantly higher levels in activated platelets from all patient groups, than HC ( Fig. 1 A). The increase in 12-HETE-PL was due to higher levels of the three diacyl-12-HETE-PL, with no significant differences for plasmalogens ( Fig. 1 D–F, supplemental Fig. S2 B–D). In contrast, 15- and 11-HETE-PL were significantly reduced in activated platelets f"
PMC11754521,PMC11754521_chunk_113,"e three diacyl-12-HETE-PL, with no significant differences for plasmalogens ( Fig. 1 D–F, supplemental Fig. S2 B–D). In contrast, 15- and 11-HETE-PL were significantly reduced in activated platelets from all groups compared to HC ( Fig. 1 B, C). Here, both plasmalogen and acyl-forms of HETE-PEs, and PCs were impacted equally ( supplemental Figs. S2 E–J, S3 A–E). Subsequently, 8-HETE-PL in activated platelets were not different for patient groups versus HC ( supplemental Fig. 2 A). Overall, this indicates that diacyl-eoxPL from 12-LOX are significantly higher in patient groups, while both acyl and plasmalogen 15- and 11-HETE-PL species are reduced. The enzymatic origin of these lipids will be explored below. Fig. 1 Aspirin reduces COX-1 generated eoxPL but increases 12-LOX generated acyl eoxPL in thrombin-activated platelets in ASCVD. Blood samples from a clinical cohort of ASCVD were collected, platelets (2 × 10 8 /ml) isolated, and then thrombin-activated (0.2 unit·ml −1 thrombin, 37°"
PMC11754521,PMC11754521_chunk_114,"xPL in thrombin-activated platelets in ASCVD. Blood samples from a clinical cohort of ASCVD were collected, platelets (2 × 10 8 /ml) isolated, and then thrombin-activated (0.2 unit·ml −1 thrombin, 37°C, 30 min). Lipids were extracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A). 12-HETE-PL, Panel (B). 11-HETE-PL, and Panel (C). 15-HETE-PL. ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no significant coronary artery disease (n = 23), HC: Healthy control (n = 24). Panels (D–F). Lipids are displayed as individual diacyl-12-HETE-PL. Panel (G). 11-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34,8). Panel (H). 11-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (I). 15-HETE-PL were compared in RF + CAD groups"
PMC11754521,PMC11754521_chunk_115,",8). Panel (H). 11-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (I). 15-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34, 8). Panel (J). 15-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (K). 12-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34, 8)). Panel (L). 12-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, and 5, for HC, RF, and CAD, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). For Panels (H, K, and L), only CAD and HC groups were compared since only three patients were available in the RF group. eoxPL, enzyma"
PMC11754521,PMC11754521_chunk_116,"sis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). For Panels (H, K, and L), only CAD and HC groups were compared since only three patients were available in the RF group. eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase; ASCVD, atherosclerotic cardiovascular disease; ACS, acute coronary syndrome; CAD, coronary artery disease; LOX, lipoxygenase; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
Aspirin reduces COX-1 generated eoxPL but increases 12-LOX generated acyl eoxPL in thrombin-activated platelets in ASCVD. Blood samples from a clinical cohort of ASCVD were collected, platelets (2 × 10 8 /ml) isolated, and then thrombin-activated (0.2 unit·ml −1 thrombin, 37°C, 30 min). Lipids were extracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A). 12-HETE-PL, Panel (B). 11-HETE-PL, and Panel (C). 15-HETE-PL. ACS: acute coronary syndrome (n = 24), CAD: coronary arte"
PMC11754521,PMC11754521_chunk_117,"dual isomers were quantified then totaled to give amounts as follows: Panel (A). 12-HETE-PL, Panel (B). 11-HETE-PL, and Panel (C). 15-HETE-PL. ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no significant coronary artery disease (n = 23), HC: Healthy control (n = 24). Panels (D–F). Lipids are displayed as individual diacyl-12-HETE-PL. Panel (G). 11-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34,8). Panel (H). 11-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (I). 15-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34, 8). Panel (J). 15-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (K). 12-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin"
PMC11754521,PMC11754521_chunk_118,"ed in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (K). 12-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34, 8)). Panel (L). 12-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, and 5, for HC, RF, and CAD, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). For Panels (H, K, and L), only CAD and HC groups were compared since only three patients were available in the RF group. eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase; ASCVD, atherosclerotic cardiovascular disease; ACS, acute coronary syndrome; CAD, coronary artery disease; LOX, lipoxygenase; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
Aspirin reduces COX-1 generated eoxPL but increases 12-LOX g"
PMC11754521,PMC11754521_chunk_119,"disease; ACS, acute coronary syndrome; CAD, coronary artery disease; LOX, lipoxygenase; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
Aspirin reduces COX-1 generated eoxPL but increases 12-LOX generated acyl eoxPL in thrombin-activated platelets in ASCVD. Blood samples from a clinical cohort of ASCVD were collected, platelets (2 × 10 8 /ml) isolated, and then thrombin-activated (0.2 unit·ml −1 thrombin, 37°C, 30 min). Lipids were extracted and analyzed using LC/MS/MS and HETE-PL quantified. Individual isomers were quantified then totaled to give amounts as follows: Panel (A). 12-HETE-PL, Panel (B). 11-HETE-PL, and Panel (C). 15-HETE-PL. ACS: acute coronary syndrome (n = 24), CAD: coronary artery disease but no ACS (n = 19), RF: Risk factors with no significant coronary artery disease (n = 23), HC: Healthy control (n = 24). Panels (D–F). Lipids are displayed as individual diacyl-12-HETE-PL. Panel (G). 11-HETE-PL were compared in RF + CAD groups based on whether they were on aspiri"
PMC11754521,PMC11754521_chunk_120," (n = 23), HC: Healthy control (n = 24). Panels (D–F). Lipids are displayed as individual diacyl-12-HETE-PL. Panel (G). 11-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34,8). Panel (H). 11-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (I). 15-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34, 8). Panel (J). 15-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, 5, for HC, RF, and CAD, respectively). Panel (K). 12-HETE-PL were compared in RF + CAD groups based on whether they were on aspirin or not (n = 34, 8)). Panel (L). 12-HETE-PL were compared in patients not on aspirin, in HC, RF, and CAD groups (n = 23, 3, and 5, for HC, RF, and CAD, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for non"
PMC11754521,PMC11754521_chunk_121," RF, and CAD groups (n = 23, 3, and 5, for HC, RF, and CAD, respectively). Statistical significance was tested with Mann-Whitney-Wilcoxon test for pairwise comparison after Kruskal-Wallis test for nonparametric analysis of variance on rank (∗ P < 0.05, ∗∗ P < 0.01, ∗∗∗ P < 0.001). For Panels (H, K, and L), only CAD and HC groups were compared since only three patients were available in the RF group. eoxPL, enzymatically oxygenated phospholipid; COX, cyclooxygenase; ASCVD, atherosclerotic cardiovascular disease; ACS, acute coronary syndrome; CAD, coronary artery disease; LOX, lipoxygenase; HETE-PL, hydroxyeicosatetraenoic acid–phospholipid.
Aspirin supplementation associates with elevated 12- but reduced 11- and 15-HETE-PL in platelets from patient groups
In platelets, 15- and 11-HETE-PL likely are generated following cyclooxygenase 1 (COX-1) formation of 15- and 11-HETE, followed by their esterification into PL. To test this, the effect of aspirin supplementation was determined. All AC"
PMC11754521,PMC11754521_chunk_122,"kely are generated following cyclooxygenase 1 (COX-1) formation of 15- and 11-HETE, followed by their esterification into PL. To test this, the effect of aspirin supplementation was determined. All ACS, but no HC participants were taking aspirin ( supplemental Table S8 ). In contrast, in both the RF and CAD groups, a small number were not on aspirin allowing direct comparison within these groups. Although patient numbers in some groups were relatively low, a significant suppressive effect of aspirin on both 11- and 15-HETE-PL generation was clearly observed, while for participants not on aspirin in the HC, RF, and CAD groups, there were no significant differences ( Fig. 1 G–J). Aspirin supplementation was also associated with a significant increase in 12-HETE-PL levels in the RF + CAD groups ( Fig. 1 K), while for participants not on aspirin, there was no impact of disease ( Fig. 1 L). Next, the individual isoforms of 12-HETE-PL in the RF + CAD groups were measured. In the case of 12-H"
PMC11754521,PMC11754521_chunk_123,"ps ( Fig. 1 K), while for participants not on aspirin, there was no impact of disease ( Fig. 1 L). Next, the individual isoforms of 12-HETE-PL in the RF + CAD groups were measured. In the case of 12-HETE-PL, two of the three diacyl isoforms were significantly increased in platelets by aspirin supplementation, while for all plasmalogens, there was no effect ( supplemental Fig. S3 F). Last, since all female RF and CAD patients were on aspirin, to test the effect of gender, males only were compared. As seen above, aspirin significantly increased platelet generation of diacyl 12-HETE-PL for RF + CAD males ( supplemental Fig. S4 ). In contrast, reductions in 11- and 15-HETE-PL were seen for both acyl and plasmalogen forms in CAD and RF groups, with many PCs in the aspirin groups being below LOQ of our assay, and not quantifiable ( supplemental Fig. S5 ). These data indicate that altered platelet eoxPL generation in ASCVD is driven by aspirin. This idea will be further tested in a healthy co"
PMC11754521,PMC11754521_chunk_124," of our assay, and not quantifiable ( supplemental Fig. S5 ). These data indicate that altered platelet eoxPL generation in ASCVD is driven by aspirin. This idea will be further tested in a healthy cohort, later. Using clinical data, eoxPL generation by platelets was also compared to either medication use (anticoagulants, P2Y12 inhibitors, and statins) or other diseases (diabetes, hypertension), but no correlations were noted.
eoxPL generation was modulated by vascular disease in ionophore-activated leukocytes
Next, HETE-PL levels were analyzed in leukocyte isolates obtained from patients and healthy control subjects both basally and after ionophore activation, to determine the capacity of the cells to generate them. Generation of eoxPL by ionophore-activated leukocytes was demonstrated, particularly in healthy control samples ( Fig. 2 A). However, levels of eoxPL were lower than in platelets, with a higher degree of samples falling below assay LOQ for individual molecular species. Sev"
PMC11754521,PMC11754521_chunk_125,"articularly in healthy control samples ( Fig. 2 A). However, levels of eoxPL were lower than in platelets, with a higher degree of samples falling below assay LOQ for individual molecular species. Several HETE-PL formed on activation, mainly 15-, 12-, or 5-HETEs, with 11-HETE-PL being generated at very low levels ( Fig. 2 A, D–F, supplemental Figs. S6 and S7 ). Overall, total 5-HETE-PL (when normalized to leukocyte numbers) generated by 5-LOX showed a small nonsignificant trend to elevate in all groups ( Fig. 2 A, supplemental Fig. 6 A). When cell counts for the patient groups were compared, a significant increase was seen for ACS versus RF for both total white cells and neutrophils ( Fig. 2 B, C). Thus in vivo, the amounts of 5-HETE-PE generated overall may be further elevated due to the higher cell counts. Generation of several 15, 12, or 11-HETE-PL species were significantly decreased in patient groups, versus HC ( Fig. 2 D–F, supplemental Figs. S6 B, S7 ). We next examined if this "
