PMID,Title,Abstract,Journal,PubDate,Source,Authors,School/Company,DOI,PMCID,Impact Factor
38761083,Trends in Dual Antiplatelet Therapy of Aspirin and Clopidogrel and Outcomes in Ischemic Stroke Patients Noneligible for POINT/CHANCE Trial Treatment.,"Recent clinical trials established the benefit of dual antiplatelet therapy with aspirin and clopidogrel (DAPT-AC) in early-presenting patients with minor ischemic stroke. However, the impact of these trials over time on the use and outcomes of DAPT-AC among the patients with nonminor or late-presenting stroke who do not meet the eligibility criteria of these trials has not been delineated.",Journal of the American Heart Association,2024,J Am Heart Assoc,Kim Joon-Tae; Lee Ji Sung; Kim Hyunsoo; Kim Beom Joon; Lee Keon-Joo; Park Jong-Moo; Kang Kyusik; Lee Soo Joo; Kim Jae Guk; Cha Jae-Kwan; Kim Dae-Hyun; Park Tai Hwan; Lee Kyungbok; Lee Jun; Hong Keun-Sik; Cho Yong-Jin; Park Hong-Kyun; Lee Byung-Chul; Yu Kyung-Ho; Oh Mi Sun; Kim Dong-Eog; Choi Jay Chol; Kwon Jee-Hyun; Kim Wook-Joo; Shin Dong-Ick; Yum Kyu Sun; Sohn Sung Il; Hong Jeong-Ho; Lee Sang-Hwa; Park Man-Seok; Ryu Wi-Sun; Park Kwang-Yeol; Lee Juneyoung; Saver Jeffrey L; Bae Hee-Joon,"Department of Neurology, Chonnam National University Hospital Chonnam National University Medical School Gwangju Korea.; Clinical Research Center, Asan Institute for Life Sciences, Asan Medical Center University of Ulsan College of Medicine Seoul Korea.; Department of Neurology, Chonnam National University Hospital Chonnam National University Medical School Gwangju Korea.; Department of Neurology, Cerebrovascular Center Seoul National University Bundang Hospital Seongnam Korea.; Department of Neurology Korea University Guro Hospital Seoul Korea.; Department of Neurology, Uijeongbu Eulji Medical Center Eulji University School of Medicine Uijeongbu-si Korea.; Department of Neurology, Nowon Eulji Medical Center Eulji University School of Medicine Seoul Korea.; Department of Neurology, Eulji University Hospital Eulji University Daejeon Korea.; Department of Neurology, Eulji University Hospital Eulji University Daejeon Korea.; Department of Neurology Dong-A University Hospital Busan Korea.; Department of Neurology Dong-A University Hospital Busan Korea.; Department of Neurology Seoul Medical Center Seoul Korea.; Department of Neurology, Soonchunhyang University Seoul Hospital Soonchunhyang University College of Medicine Seoul Korea.; Department of Neurology Yeungnam University Hospital Daegu Korea.; Department of Neurology, Ilsan Paik Hospital Inje University Goyang Korea.; Department of Neurology, Ilsan Paik Hospital Inje University Goyang Korea.; Department of Neurology, Ilsan Paik Hospital Inje University Goyang Korea.; Department of Neurology Hallym University Sacred Heart Hospital Anyang Korea.; Department of Neurology Hallym University Sacred Heart Hospital Anyang Korea.; Department of Neurology Hallym University Sacred Heart Hospital Anyang Korea.; Department of Neurology Dongguk University Ilsan Hospital Goyang Korea.; Department of Neurology, Jeju National University Hospital Jeju National University School of Medicine Jeju Korea.; Department of Neurology Ulsan University College of Medicine Ulsan Korea.; Department of Neurology Ulsan University College of Medicine Ulsan Korea.; Department of Neurology Chungbuk National University Hospital Cheongju Korea.; Department of Neurology Chungbuk National University Hospital Cheongju Korea.; Department of Neurology Keimyung University Dongsan Medical Center Daegu Korea.; Department of Neurology Keimyung University Dongsan Medical Center Daegu Korea.; Department of Neurology Hallym University Chuncheon Sacred Heart Hospital Chuncheon-si Gangwon-do Korea.; Department of Neurology, Chonnam National University Hospital Chonnam National University Medical School Gwangju Korea.; Artificial Intelligence Research Center JLK Inc. Seoul Korea.; Department of Neurology, Chung-Ang University College of Medicine Chung-Ang University Hospital Seoul Korea.; Department of Biostatistics Korea University College of Medicine Seoul Korea.; Department of Neurology and Comprehensive Stroke Center, David Geffen School of Medicine University of California Los Angeles CA.; Department of Neurology, Cerebrovascular Center Seoul National University Bundang Hospital Seongnam Korea.",10.1161/JAHA.123.033611,PMC11179811,N/A
38729576,Perioperative management and outcomes in patients receiving low-dose rivaroxaban and/or aspirin: a subanalysis of the Cardiovascular Outcomes for People Using Anticoagulation Strategies (COMPASS) trial.,No study has investigated the perioperative management and clinical outcomes in patients who are receiving rivaroxaban 2.5 mg twice a day and acetylsalicylic acid (ASA) 81 to 100 mg daily.,Journal of thrombosis and haemostasis : JTH,2024,J Thromb Haemost,Douketis James D; Yi Qilong; Bhatt Deepak L; Muehlhofer Eva; Wang Michael K; Connolly Stuart; Yusuf Salim; Maggioni Aldo P; Eikelboom John W,"Department of Medicine, McMaster University, Hamilton, Ontario, Canada; Thrombosis and Atherosclerosis Research Institute, McMaster University, Hamilton, Ontario, Canada. Electronic address: jdouket@mcmaster.ca.; Population Health Research Institute, McMaster University, Hamilton, Ontario, Canada.; Mt. Sinai Fuster Heart Hospital, Icahn School of Medicine at Mt. Sinai, New York, New York, USA.; Bayer AG Research & Development, Wuppertal, Germany.; Department of Medicine, McMaster University, Hamilton, Ontario, Canada; Mt. Sinai Fuster Heart Hospital, Icahn School of Medicine at Mt. Sinai, New York, New York, USA.; Department of Medicine, McMaster University, Hamilton, Ontario, Canada; Mt. Sinai Fuster Heart Hospital, Icahn School of Medicine at Mt. Sinai, New York, New York, USA.; Mt. Sinai Fuster Heart Hospital, Icahn School of Medicine at Mt. Sinai, New York, New York, USA.; Maria Cecilia Hospital, GVM Care and Research, Cotignola, Italy.; Department of Medicine, McMaster University, Hamilton, Ontario, Canada; Thrombosis and Atherosclerosis Research Institute, McMaster University, Hamilton, Ontario, Canada; Population Health Research Institute, McMaster University, Hamilton, Ontario, Canada.",10.1016/j.jtha.2024.03.030,,N/A
38682747,Assessment of <i>ADRB1</i> polymorphism in patients with acute coronary syndrome treated with ticagrelor and aspirin.,"<b>Background:</b> This study investigated the influence of <i>ADRB1</i> gene rs1801253 polymorphism on the treatment response of ticagrelor and aspirin in patients with acute coronary syndrome (ACS). <b>Methods:</b> Genetic typing was detected by Sanger sequencing. Platelet inhibition was assessed using thromboelastography. Kaplan-Meier and Cox regression were applied for prognosis analysis. <b>Results:</b> Out of 200 participants, 94 cases with rs1801253-CC genotype and 106 cases with CG+GG genotype were found. There was no significant difference between the rs1801253-CC and CG+GG groups in the number of ST-segment elevation myocardial infarction, non-ST-segment elevation myocardial infarction and unstable angina patients. There was no statistical difference in the basic data of patients in the two groups in terms of age, sex, medical history and medicine use in the dominant model. The rs1801253-CC genotype was a risk prognostic factor for ACS patients based on the Cox regression analysis results. <b>Conclusion:</b> Detecting <i>ADRB1</i> polymorphism is crucial for ACS patients undergoing treatment with ticagrelor and aspirin.",Personalized medicine,2024,Per Med,Zhang Xiang; Yuan Qi; Zhang Dawei,"Department of Cardiology, People's Hospital of Rizhao, Rizhao, 276827, China.; Cadre Health Care Center, Inner Mongolia People's Hospital, Hohhot, 010017, China.; Department of Emergency, The Affiliated Hospital of Qingdao University (Pingdu), Qingdao, 266700, China.",10.2217/pme-2024-0004,,N/A
38630489,Extended Clopidogrel Monotherapy vs DAPT in Patients With Acute Coronary Syndromes at High Ischemic and Bleeding Risk: The OPT-BIRISK Randomized Clinical Trial.,Purinergic receptor P2Y12 (P2Y12) inhibitor monotherapy after a certain period of dual antiplatelet therapy (DAPT) may be an attractive option of maintenance antiplatelet treatment for patients undergoing percutaneous coronary intervention (PCI) who are at both high bleeding and ischemic risk (birisk).,JAMA cardiology,2024,JAMA Cardiol,Li Yi; Li Jing; Wang Bin; Jing Quanmin; Zeng Yujie; Hou Aijie; Wang Zhifang; Liu Aijun; Zhang Jinliang; Zhang Yaojun; Zhang Ping; Jiang Daming; Liu Bin; Fan Jiamao; Zhang Jun; Li Li; Su Guohai; Yang Ming; Jiang Weihong; Qu Peng; Zeng Hesong; Li Lu; Qiu Miaohan; Ru Leisheng; Chen Shaoliang; Zhou Yujie; Qiao Shubin; Stone Gregg W; Angiolillo Dominick J; Han Yaling,"State Key Laboratory of Frigid Zone Cardiovascular Disease, General Hospital of Northern Theater Command, Shenyang, China.; State Key Laboratory of Frigid Zone Cardiovascular Disease, General Hospital of Northern Theater Command, Shenyang, China.; State Key Laboratory of Frigid Zone Cardiovascular Disease, General Hospital of Northern Theater Command, Shenyang, China.; State Key Laboratory of Frigid Zone Cardiovascular Disease, General Hospital of Northern Theater Command, Shenyang, China.; Beijing Anzhen Hospital, Capital Medical University, Beijing, China.; The People's Hospital of Liaoning Province, Shenyang, China.; Xinxiang Central Hospital, Xinxiang, China.; Benxi Central Hospital, Benxi, China.; Meihekou Central Hospital, Meiheko, China.; Xuzhou Third People's Hospital, Xuzhou, China.; Beijing Tsinghua Changgung Hospital, Beijing, China.; Dandong Central Hospital, Dandong, China.; The Second Hospital of Jilin University, Changchun, China.; Linfen Central Hospital, Linfen, China.; Cangzhou Central Hospital, Cangzhou, China.; Guangzhou Red Cross Hospital, Guangzhou, China.; Central Hospital Affiliated to Shandong First Medical University, Ji'nan, China.; Yingkou Central Hospital, Yingkou, China.; The Third Xiangya Hospital of Central South University, Changsha, China.; The Second Hospital of Dalian Medical University, Dalian, China.; Tongji Hospital, Tongji Medical College of Huazhong University of Science and Technology, Wuhan, China.; The Second Affiliated Hospital of Shenyang Medical College, Shenyang, China.; State Key Laboratory of Frigid Zone Cardiovascular Disease, General Hospital of Northern Theater Command, Shenyang, China.; Bethune International Peace Hospital, Shijiazhuang, China.; Nanjing First Hospital, Nanjing, China.; Beijing Anzhen Hospital, Capital Medical University, Beijing, China.; Fuwai Hospital Chinese Academy of Medical Sciences, Beijing, China.; The Zena and Michael A. Wiener Cardiovascular Institute, Icahn School of Medicine at Mount Sinai, New York, New York.; University of Florida College of Medicine, Jacksonville.; State Key Laboratory of Frigid Zone Cardiovascular Disease, General Hospital of Northern Theater Command, Shenyang, China.",10.1001/jamacardio.2024.0534,PMC11024736,N/A
38621575,Baseline characteristics including blood and urine metal levels in the Trial to Assess Chelation Therapy 2 (TACT2).,"The reduction in cardiovascular disease (CVD) events with edetate disodium (EDTA) in the Trial to Assess Chelation Therapy (TACT) suggested that chelation of toxic metals might provide novel opportunities to reduce CVD in patients with diabetes. Lead and cadmium are vasculotoxic metals chelated by EDTA. We present baseline characteristics for participants in TACT2, a randomized, double-masked, placebo-controlled trial designed as a replication of the TACT trial limited to patients with diabetes.",American heart journal,2024,Am Heart J,Navas-Acien Ana; Santella Regina M; Joubert Bonnie R; Huang Zhen; Lokhnygina Yuliya; Ujueta Francisco; Gurvich Irina; LoIacono Nancy J; Ravalli Filippo; Ward Cynthia D; Jarrett Jeffery M; Salazar Alfonsina De Leon; Boineau Robin; Jones Teresa L Z; Mark Daniel B; Newman Jonathan D; Nathan David M; Anstrom Kevin J; Lamas Gervasio A,"Department of Environmental Health Sciences Columbia University Mailman School of Public Health New York, NY. Electronic address: an2737@cumc.columbia.edu.; Department of Environmental Health Sciences Columbia University Mailman School of Public Health New York, NY.; National Institute of Environmental Health Sciences, National Institutes of Health, Durham, NC.; Duke Clinical Research Institute, Duke University Medical Center, Durham, NC.; Duke Clinical Research Institute, Duke University Medical Center, Durham, NC; Department of Biostatistics and Bioinformatics, Duke University School of Medicine, Durham, NC.; Department of Medicine at Mount Sinai Medical Center, Miami Beach, FL.; Department of Environmental Health Sciences Columbia University Mailman School of Public Health New York, NY.; Department of Environmental Health Sciences Columbia University Mailman School of Public Health New York, NY.; Department of Environmental Health Sciences Columbia University Mailman School of Public Health New York, NY.; Division of Laboratory Sciences, National Center for Environmental Health, Centers for Disease Control and Prevention, Atlanta, GA.; Division of Laboratory Sciences, National Center for Environmental Health, Centers for Disease Control and Prevention, Atlanta, GA.; Division of Laboratory Sciences, National Center for Environmental Health, Centers for Disease Control and Prevention, Atlanta, GA.; National Center for Complementary and Integrative Health, National Institutes of Health, Bethesda, MD.; National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD.; Duke Clinical Research Institute, Duke University Medical Center, Durham, NC.; New York University School of Medicine, New York, NY.; Massachusetts General Hospital Diabetes Center, Harvard Medical School, Boston, MA.; Gillings School of Global Public Health, University of North Carolina, Chapel Hill, NC.; Department of Medicine at Mount Sinai Medical Center, Miami Beach, FL; Columbia University Division of Cardiology at Mount Sinai Medical Center, Miami Beach, FL.",10.1016/j.ahj.2024.04.005,PMC11162898,N/A
38599489,"Bailout Distal Internal Carotid Artery Stenting after Carotid Endarterectomy: Indications, Technique, and Outcomes.","Distal internal carotid artery (ICA) stenting may be employed as a bailout maneuver when an inadequate end point or clamp injury is encountered at the time of carotid endarterectomy (CEA) in a surgically inaccessible region of the distal ICA. We sought to characterize the indications, technique, and outcomes for this infrequently encountered clinical scenario.",Annals of vascular surgery,2024,Ann Vasc Surg,Ciaramella Michael A; Liang Patric; Hamdan Allen D; Wyers Mark C; Schermerhorn Marc L; Stangenberg Lars,"Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA. Electronic address: lstangen@bidmc.harvard.edu.",10.1016/j.avsg.2024.02.025,,N/A
38590611,"The prevalence of cardiovascular diseases, chronic kidney disease, and obesity in patients with type 2 diabetes mellitus and the description of concurrent treatments: A two-center retrospective cross-sectional study in Saudi Arabia.","Atherosclerotic cardiovascular disease (ASCVD), heart failure (HF), chronic kidney disease (CKD), and obesity are associated with increased morbidity and mortality in patients with type 2 diabetes mellitus (T2DM). Nonetheless, their prevalence among patients with T2DM in Saudi Arabia (SA) remains unknown. As current guidelines recommend, these comorbidities require adding certain antidiabetic agents with cardiorenal benefits. However, the prescribers' adherence to these recommendations remains unclear.",Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society,2024,Saudi Pharm J,Alshaya Omar A; Korayem Ghazwa B; Alghwainm Munirah; Alyami Wed; Alotaibi Albandari; Alyami Majed S; Almohammed Omar A,"Department of Pharmacy Practice, College of Pharmacy, King Saud Bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia.; Department of Pharmacy Practice, College of Pharmacy, Princess Nourah Bint Abdulrahman University P.O.Box 84428, Riyadh 11671, Saudi Arabia.; Pharmaceutical Care Department, King Abdulaziz Medical City, Riyadh, Saudi Arabia.; Department of Pharmacy Practice, College of Pharmacy, King Saud Bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia.; Department of Pharmacy Practice, College of Pharmacy, King Saud Bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia.; Department of Pharmacy Practice, College of Pharmacy, King Saud Bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia.; Department of Clinical Pharmacy, College of Pharmacy, King Saud University, Riyadh, Saudi Arabia.",10.1016/j.jsps.2024.102054,PMC10999870,N/A
38576674,Kawasaki Disease in a Young Adult: A Case Report and a Review of the Literature.,"This case report describes a 21-year-old female who was diagnosed with Kawasaki disease (KD), a rare condition in adults. Careful clinical assessment, including the history of a recent upper respiratory tract infection and the physical findings of fever, sinus tachycardia, strawberry tongue, and skin peeling of the hands and feet, prompted further evaluation. Laboratory findings supported an inflammatory process, and multidisciplinary consultations led to the diagnosis of KD. Prompt treatment with acetylsalicylic acid and intravenous immunoglobulin resulted in rapid improvement and prevention of the severe complications associated with untreated KD, particularly in the cardiovascular system. This case emphasizes the importance of the high risk of suspicion and the need for a comprehensive evaluation in atypical presentations of KD in adults, where early recognition and management are crucial to prevent long-term sequelae such as coronary artery aneurysms and myocardial infarction.",Cureus,2024,Cureus,Stojanovic Nikola; Ebubechukwu Ugochukwu J; Schaible Michael; Gorantla Asher; Bukharovich Inna,"Internal Medicine, Brookdale University Hospital Medical Center, Brooklyn, USA.; Internal Medicine, SUNY (State University of New York) Downstate Medical Center, Brooklyn, USA.; Internal Medicine, SUNY (State University of New York) Downstate Medical Center, Brooklyn, USA.; Cardiology, SUNY (State University of New York) Downstate Medical Center, Brooklyn, USA.; Cardiology, Kings County Hospital Center, Brooklyn, USA.",10.7759/cureus.55547,PMC10993638,N/A
38533994,Mobile phone text messaging for medication adherence in secondary prevention of cardiovascular disease.,"Cardiovascular diseases (CVDs) are the leading cause of death globally, accounting for almost 18 million deaths annually. People with CVDs have a five times greater chance of suffering a recurrent cardiovascular event than people without known CVDs. Although drug interventions have been shown to be cost-effective in reducing the risk of recurrent cardiovascular events, adherence to medication remains suboptimal. As a scalable and cost-effective approach, mobile phone text messaging presents an opportunity to convey health information, deliver electronic reminders, and encourage behaviour change. However, it is uncertain whether text messaging can improve medication adherence and clinical outcomes. This is an update of a Cochrane review published in 2017.",The Cochrane database of systematic reviews,2024,Cochrane Database Syst Rev,Redfern Julie; Tu Qiang; Hyun Karice; Hollings Matthew A; Hafiz Nashid; Zwack Clara; Free Caroline; Perel Pablo; Chow Clara K,"School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia.; School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia.; School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia.; School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia.; School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia.; School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Sydney, Australia.; Department of Population Health, London School of Hygiene and Tropical Medicine, London, UK.; Department of Population Health, London School of Hygiene and Tropical Medicine, London, UK.; Westmead Applied Research Centre, Faculty of Medicine and Health, University of Sydney, Sydney, Australia.",10.1002/14651858.CD011851.pub3,PMC10966941,N/A
38454651,Effects of pharmacological interventions on mortality in patients with Takotsubo syndrome: a report from the SWEDEHEART registry.,"Takotsubo syndrome (TS) is a heart condition mimicking acute myocardial infarction. TS is characterized by a sudden weakening of the heart muscle, usually triggered by physical or emotional stress. In this study, we aimed to investigate the effect of pharmacological interventions on short- and long-term mortality in patients with TS.",ESC heart failure,2024,ESC Heart Fail,Petursson Petur; Oštarijaš Eduard; Redfors Björn; Råmunddal Truls; Angerås Oskar; Völz Sebastian; Rawshani Araz; Hambraeus Kristina; Koul Sasha; Alfredsson Joakim; Hagström Henrik; Loghman Henareh; Hofmann Robin; Fröbert Ole; Jernberg Tomas; James Stefan; Erlinge David; Omerovic Elmir,"Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.; University of Pécs Medical School, Pécs, Hungary.; Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.; Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.; Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.; Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.; Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.; Department of Cardiology, Falun Hospital, Falun, Sweden.; Department of Cardiology, Skåne University Hospital, Lund, Sweden.; Department of Cardiology, Linköping University Hospital, Linköping, Sweden.; Department of Cardiology, Umeå University Hospital, Umeå, Sweden.; Department of Cardiology, Karolinska University Hospital, Stockholm, Sweden.; Department of Cardiology, Södra Hospital, Stockholm, Sweden.; Department of Cardiology, Örebro University Hospital, Örebro, Sweden.; Department of Cardiology, Danderyd University Hospital, Stockholm, Sweden.; Department of Cardiology, Uppsala University Hospital, Uppsala, Sweden.; Department of Cardiology, Skåne University Hospital, Lund, Sweden.; Department of Cardiology, Sahlgrenska University Hospital, Gothenburg, Sweden.",10.1002/ehf2.14713,PMC11098647,N/A
38451525,P2Y12 Inhibitor Monotherapy vs Dual Antiplatelet Therapy After Deployment of a Drug-Eluting Stent: The SHARE Randomized Clinical Trial.,P2Y12 inhibitor monotherapy after dual antiplatelet therapy (DAPT; a P2Y12 inhibitor plus aspirin) for a brief duration has recently emerged as an attractive alternative for patients undergoing percutaneous coronary intervention (PCI) with a drug-eluting stent.,JAMA network open,2024,JAMA Netw Open,Min Pil-Ki; Kang Tae Soo; Cho Yun-Hyeong; Cheong Sang-Sig; Kim Byeong-Keuk; Kwon Sung Woo; Park Woo Jung; Lee Jung-Hee; Kim Wonho; Lee Wang-Soo; Yoon Young Won; Lee Byoung Kwon; Kwon Hyuck Moon; Hong Bum-Kee,"Cardiology Division, Department of Internal Medicine, Gangnam Severance Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.; Division of Cardiology, Dankook University Hospital, Cheonan, Republic of Korea.; Division of Cardiology, Myongji Hospital, Hanyang University College of Medicine, Goyang, Republic of Korea.; Department of Cardiology, Gangneung Asan Hospital, University of Ulsan College of Medicine, Gangneung, Republic of Korea.; Division of Cardiology, Severance Cardiovascular Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.; Division of Cardiology, Inha University Hospital, Incheon, Republic of Korea.; Division of Cardiology, Hallym University Sacred Heart Hospital, Anyang, Republic of Korea.; Division of Cardiology, Yeungnam University Medical Center, Daegu, Republic of Korea.; Eulji University School of Medicine, Daejeon, Republic of Korea.; Heart Research Institute, Chung-Ang University Hospital, Seoul, Republic of Korea.; Cardiology Division, Department of Internal Medicine, Gangnam Severance Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.; Cardiology Division, Department of Internal Medicine, Gangnam Severance Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.; Cardiology Division, Department of Internal Medicine, Gangnam Severance Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.; Cardiology Division, Department of Internal Medicine, Gangnam Severance Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.",10.1001/jamanetworkopen.2024.0877,PMC10921250,N/A
38413716,Antiplatelet therapy prior to COVID-19 infection impacts on patients mortality: a propensity score-matched cohort study.,"One of the major pathomechanisms of COVID-19 is the interplay of hyperinflammation and disruptions in coagulation processes, involving thrombocytes. Antiplatelet therapy (AP) by anti-inflammatory effect and inhibition of platelet aggregation may affect these pathways. The aim of this study was to investigate if AP has an impact on the in-hospital course and medium-term outcomes in hospitalized COVID-19 patients. The study population (2170 COVID-19 patients: mean ± SD age 60 ± 19 years old, 50% male) was divided into a group of 274 patients receiving any AP prior to COVID-19 infection (AP group), and after propensity score matching, a group of 274 patients without previous AP (non-AP group). Patients from the AP group were less frequently hospitalized in the intensive care unit: 9% vs. 15%, 0.55 (0.33-0.94), developed less often shock: 9% vs. 15%, 0.56 (0.33-0.96), and required less aggressive forms of therapy. The AP group had more coronary revascularizations: 5% vs. 1%, 3.48 (2.19-5.55) and strokes/TIA: 5% vs. 1%, 3.63 (1.18-11.2). The bleeding rate was comparable: 7% vs. 7%, 1.06 (0.54-2.06). The patients from the AP group had lower 3-month mortality: 31% vs. 39%, 0.69 (0.51-0.93) and didn't differ significantly in 6-month mortality: 34% vs. 41%, 0.79 (0.60-1.04). When analyzing the subgroup with a history of myocardial infarction and/or coronary revascularization and/or previous stroke/transient ischemic attack and/or peripheral artery disease, AP had a beneficial effect on both 3-month: 37% vs. 56%, 0.58 (0.40-0.86) and 6-month mortality: 42% vs. 57%, 0.63 (0.44-0.92). Moreover, the favourable effect was highly noticeable in this subgroup where acetylsalicylic acid was continued during hospitalization with reduction of in-hospital: 19% vs. 43%, 0.31 (0.15-0.67), 3-month: 30% vs. 54%, 044 (0.26-0.75) and 6-month mortality: 33% vs. 54%, 0.49 (0.29-0.82) when confronted with the subgroup who had acetylsalicylic acid suspension during hospitalization. The AP may have a beneficial impact on hospital course and mortality in COVID-19 and shouldn't be discontinued, especially in high-risk patients.",Scientific reports,2024,Sci Rep,Sokolski Mateusz; Reszka Konrad; Adamik Barbara; Kilis-Pstrusinska Katarzyna; Lis Weronika; Pomorski Michał; Sokolowski Janusz; Doroszko Adrian; Madziarska Katarzyna; Jankowska Ewa Anita; Protasiewicz Marcin,"Institute of Heart Disease, Wroclaw Medical University, Borowska 213, 50-556, Wroclaw, Poland. mateusz.sokolski@umw.edu.pl.; Institute of Heart Disease, University Hospital, Wroclaw, Poland.; Department of Anesthesiology and Intensive Therapy, Wroclaw Medical University, Wroclaw, Poland.; Clinical Department of Pediatric Nephrology, Wroclaw Medical University, Wroclaw, Poland.; Institute of Heart Disease, University Hospital, Wroclaw, Poland.; Clinical Department of Gynecology and Obstetrics, Wroclaw Medical University, Wroclaw, Poland.; Clinical Department of Emergency Medicine, Wroclaw Medical University, Wroclaw, Poland.; Clinical Department of Internal and Occupational Diseases, Hypertension and Clinical Oncology, Wroclaw Medical University, Wroclaw, Poland.; Department of Nephrology and Transplantation Medicine, Wroclaw Medical University, Wroclaw, Poland.; Institute of Heart Disease, Wroclaw Medical University, Borowska 213, 50-556, Wroclaw, Poland.; Institute of Heart Disease, Wroclaw Medical University, Borowska 213, 50-556, Wroclaw, Poland.",10.1038/s41598-024-55407-9,PMC10899234,N/A
38362951,Clinical characteristics and statin eligibility of patients under 50 with ST-elevation myocardial infarction.,"This study seeks to understand the clinical characteristics, risk factors, and statin eligibility of younger adults who present with STEMI.",Clinical cardiology,2024,Clin Cardiol,Haq Ayman; Walser-Kuntz Evan; Gamam Abdulrahman; Albers Alexis; Bae Aaron; Benson Gretchen; Miedema Michael D,"Division of Cardiovascular Medicine, Abbott Northwestern Hospital, Minneapolis, Minnesota, USA.; Nolan Family Center for Cardiovascular Health, Minneapolis Heart Institute Foundation, Minneapolis, Minnesota, USA.; Nolan Family Center for Cardiovascular Health, Minneapolis Heart Institute Foundation, Minneapolis, Minnesota, USA.; Nolan Family Center for Cardiovascular Health, Minneapolis Heart Institute Foundation, Minneapolis, Minnesota, USA.; Nolan Family Center for Cardiovascular Health, Minneapolis Heart Institute Foundation, Minneapolis, Minnesota, USA.; Nolan Family Center for Cardiovascular Health, Minneapolis Heart Institute Foundation, Minneapolis, Minnesota, USA.; Division of Cardiovascular Medicine, Abbott Northwestern Hospital, Minneapolis, Minnesota, USA.",10.1002/clc.24231,PMC10870333,N/A
